"Varenr";"Vare_ID";"Variant_ID";"Stregkode";"Variant";"Variant_type";"Variant_tekst"
"126723Silvermink";"82591";"82593";"5715167691606";"M";".";"Free|quent - Ankelbukser Nanni fashion Silver mink - M"
"126723Silvermink";"82591";"82592";"5715167691613";"S";".";"Free|quent - Ankelbukser Nanni fashion Silver mink - S"
"126723Silvermink";"82591";"82595";"5715167691620";"XL";".";"Free|quent - Ankelbukser Nanni fashion Silver mink - XL"
"126723Silvermink";"82591";"82596";"5715167691644";"XXL";".";"Free|quent - Ankelbukser Nanni fashion Silver mink - XXL"
"126723Black";"82600";"82603";"5715167691477";"L";".";"Free|quent - Ankelbukser Nanni fashion Black - L"
"126723Black";"82600";"82602";"5715167691484";"M";".";"Free|quent - Ankelbukser Nanni fashion Black - M"
"126723Black";"82600";"82601";"5715167691491";"S";".";"Free|quent - Ankelbukser Nanni fashion Black - S"
"126723Black";"82600";"82604";"5715167691507";"XL";".";"Free|quent - Ankelbukser Nanni fashion Black - XL"
"126723Black";"82600";"82605";"5715167691521";"XXL";".";"Free|quent - Ankelbukser Nanni fashion Black - XXL"
"123122Vintageblue";"82607";"82610";"5714637642384";"L";".";"Free|quent - Denim jakke Rock Vintage blue - L"
"123122Vintageblue";"82607";"82609";"5714637642391";"M";".";"Free|quent - Denim jakke Rock Vintage blue - M"
"123122Vintageblue";"82607";"82608";"5714637642407";"S";".";"Free|quent - Denim jakke Rock Vintage blue - S"
"123122Vintageblue";"82607";"82611";"5714637642414";"XL";".";"Free|quent - Denim jakke Rock Vintage blue - XL"
"123122Vintageblue";"82607";"82612";"5714637642438";"XXL";".";"Free|quent - Denim jakke Rock Vintage blue - XXL"
"221-5511- 166";"82645";"82647";"5712116732250";"36";".";"Coster Copenhagen - Kjole Grey/blue big dot - 36"
"221-5511- 166";"82645";"82648";"5712116732267";"38";".";"Coster Copenhagen - Kjole Grey/blue big dot - 38"
"221-5511- 166";"82645";"82649";"5712116732274";"40";".";"Coster Copenhagen - Kjole Grey/blue big dot - 40"
"221-5511- 166";"82645";"82650";"5712116732281";"42";".";"Coster Copenhagen - Kjole Grey/blue big dot - 42"
"Hals698";"82706";"82709";"5714687008451";"one-size";".";"Bæltekompagniet - Guldkæde med rosa kvarts vedhæng - One size"
"Hals696";"82712";"82713";"5714687008420";"one-size";".";"Bæltekompagniet - Guldkæde med rosa kvarts vedhæng - One size"
"Hals697";"82717";"82718";"5714687008437";"one-size";".";"Bæltekompagniet - Guldkæde med Lilla/grå sten - One size"
"Hals695";"82722";"82723";"5714687008444";"one-size";".";"Bæltekompagniet - Guldkæde med grøn/grå sten - One size"
"Hals694";"82727";"82728";"5714687008277";"one-size";".";"Bæltekompagniet - Perlekæde Gylden/brun - One size"
"Hals701";"82733";"82734";"5714687008246";"one-size";".";"Bæltekompagniet - Perlekæde med hjerte vedhæng - One size"
"Hals702";"82738";"82739";"5714687008468";"one-size";".";"Bæltekompagniet - Perlekæde Grøn - One size"
"Hals704";"82742";"82743";"5714687008475";"one-size";".";"Bæltekompagniet - Perlekæde Multi pastel - One size"
"Hals705";"82749";"82750";"5714687008482";"one-size";".";"Bæltekompagniet - Perlekæde Multi - One size"
"ELLA-BLACK 1";"82761";"82765";"5711225008737";"36";".";"Bukela - Slippers Ella Black - 36"
"ELLA-BLACK 1";"82761";"82766";"5711225008720";"37";".";"Bukela - Slippers Ella Black - 37"
"ELLA-BLACK 1";"82761";"82767";"5711225008713";"38";".";"Bukela - Slippers Ella Black - 38"
"ELLA-BLACK 1";"82761";"82768";"5711225008706";"39";".";"Bukela - Slippers Ella Black - 39"
"ELLA-BLACK 1";"82761";"82769";"5711225008690";"40";".";"Bukela - Slippers Ella Black - 40"
"ELLA-BLACK 1";"82761";"82770";"5711225008744";"41";".";"Bukela - Slippers Ella Black - 41"
"Ela9809-59Khaki";"82786";"82787";"5714687007379";"one-size";".";"Bæltekompagniet - Elastik bælte Khaki grøn - One size"
"Ela9809-10GSort";"82791";"82792";"5714687008338";"one-size";".";"Bæltekompagniet - Elastik bælte Sort - One size"
"BK1019-5Mud";"82795";"82796";"5714687008666";"105-CM";".";"Bæltekompagniet - Læderbælte Mud - 105 cm."
"BK1019-5Mud";"82795";"82797";"5714687008642-1";"85-CM";".";"Bæltekompagniet - Læderbælte Mud - 85 cm"
"BK1019-5Mud";"82795";"82798";"5714687008659";"95-CM";".";"Bæltekompagniet - Læderbælte Mud - 95 cm"
"BK1019-10Sort";"82801";"82804";"5714687008697";"105-CM";".";"Bæltekompagniet - Læderbælte Sort - 105 cm."
"BK1019-10Sort";"82801";"82805";"5714687008703";"125-CM";".";"Bæltekompagniet - Læderbælte Sort - 125 cm."
"BK1019-10Sort";"82801";"82802";"5714687008673";"85-CM";".";"Bæltekompagniet - Læderbælte Sort - 85 cm"
"BK1019-10Sort";"82801";"82803";"5714687008680";"95-CM";".";"Bæltekompagniet - Læderbælte Sort - 95 cm"
"Rimini-11Hvid";"82808";"82811";"5714687008734";"105-CM";".";"Bæltekompagniet - Bælte Rimini Hvid - 105 cm."
"Rimini-11Hvid";"82808";"82809";"5714687008710";"85-CM";".";"Bæltekompagniet - Bælte Rimini Hvid - 85 cm"
"Rimini-11Hvid";"82808";"82810";"5714687008727";"95-CM";".";"Bæltekompagniet - Bælte Rimini Hvid - 95 cm"
"BK9242-12Blå";"82814";"82817";"5714687008772";"100-CM";".";"Bæltekompagniet - Bælte Blå - 100 cm"
"BK9242-12Blå";"82814";"82815";"5714687008741";"85-CM";".";"Bæltekompagniet - Bælte Blå - 85 cm"
"BK9242-12Blå";"82814";"82818";"5714687008758";"90-CM";".";"Bæltekompagniet - Bælte Blå - 90 cm"
"BK9242-12Blå";"82814";"82816";"5714687008765";"95-CM";".";"Bæltekompagniet - Bælte Blå - 95 cm"
"BK3518-59Grøn";"82822";"82823";"5714687008789";"85-CM";".";"Bæltekompagniet - Bælte Grøn - 85 cm"
"BK3518-59Grøn";"82822";"82824";"5714687008796";"90-CM";".";"Bæltekompagniet - Bælte Grøn - 90 cm"
"BK3518-59Grøn";"82822";"82825";"5714687008802";"95-CM";".";"Bæltekompagniet - Bælte Grøn - 95 cm"
"BK3518-10Sort";"82828";"82832";"5714687008840";"100-CM";".";"Bæltekompagniet - PU bælte Sort - 100 cm"
"BK3518-10Sort";"82828";"82829";"5714687008819";"85-CM";".";"Bæltekompagniet - PU bælte Sort - 85 cm"
"BK3518-10Sort";"82828";"82830";"5714687008826";"90-CM";".";"Bæltekompagniet - PU bælte Sort - 90 cm"
"BK3518-10Sort";"82828";"82831";"5714687008833";"95-CM";".";"Bæltekompagniet - PU bælte Sort - 95 cm"
"BK3518-14Rosa";"82835";"82839";"5714687008888";"100-CM";".";"Bæltekompagniet - PU bælte  Rosa - 100 cm"
"BK3518-14Rosa";"82835";"82836";"5714687008857";"85-CM";".";"Bæltekompagniet - PU bælte  Rosa - 85 cm"
"BK3518-14Rosa";"82835";"82837";"5714687008864";"90-CM";".";"Bæltekompagniet - PU bælte  Rosa - 90 cm"
"BK3518-14Rosa";"82835";"82838";"5714687008871";"95-CM";".";"Bæltekompagniet - PU bælte  Rosa - 95 cm"
"BK3551-58Lilla";"82842";"82843";"5714687008895";"85-CM";".";"Bæltekompagniet - Smalt PU bælte Lilla - 85 cm"
"BK3551-58Lilla";"82842";"82844";"5714687008901";"90-CM";".";"Bæltekompagniet - Smalt PU bælte Lilla - 90 cm"
"BK3551-10Sort";"82850";"82851";"5714687008956";"85-CM";".";"Bæltekompagniet - Smalt PU bælte Sort - 85 cm"
"BK3551-10Sort";"82850";"82852";"5714687008963";"90-CM";".";"Bæltekompagniet - Smalt PU bælte Sort - 90 cm"
"BK3551-10Sort";"82850";"82853";"5714687008970";"95-CM";".";"Bæltekompagniet - Smalt PU bælte Sort - 95 cm"
"Milano-31Beige";"82856";"82857";"5714687008918";"85-CM";".";"Bæltekompagniet - Læder bælte med nitter Milano Beige - 85 cm"
"Milano-31Beige";"82856";"82859";"5714687008925";"95-CM";".";"Bæltekompagniet - Læder bælte med nitter Milano Beige - 95 cm"
"Flet9730-10Sort";"82862";"82863";"5714687008932";"one-size";".";"Bæltekompagniet - Flettet bælte Sort - One size"
"Flet9730-31Sand";"82866";"82867";"5714687008949";"one-size";".";"Bæltekompagniet - Flettet bælte Sand - One size"
"2204251Green";"82869";"82872";"5714185249325";"L";".";"Costamani - Top Anna Green - L"
"2204251Green";"82869";"82871";"5714185249318";"M";".";"Costamani - Top Anna Green - M"
"2204251Green";"82869";"82870";"5714185249301";"S";".";"Costamani - Top Anna Green - S"
"2204251Green";"82869";"82873";"5714185249332";"XL";".";"Costamani - Top Anna Green - XL"
"2204251Green";"82869";"82874";"5714185249349";"XXL";".";"Costamani - Top Anna Green - XXL"
"2204852Pink/greenflower";"82877";"82880";"5714185222892";"L";".";"Costamani - Maxi nederdel Ellie Pink/green - L"
"2204852Pink/greenflower";"82877";"82879";"5714185222885";"M";".";"Costamani - Maxi nederdel Ellie Pink/green - M"
"2204852Pink/greenflower";"82877";"82878";"5714185222878";"S";".";"Costamani - Maxi nederdel Ellie Pink/green - S"
"2204852Pink/greenflower";"82877";"82881";"5714185222908";"XL";".";"Costamani - Maxi nederdel Ellie Pink/green - XL"
"2204852Pink/greenflower";"82877";"82882";"5714185222915";"XXL";".";"Costamani - Maxi nederdel Ellie Pink/green - XXL"
"2204165Lilac";"82885";"82888";"5714185219298";"L";".";"Costamani - Bluse Solid poplin Lilac - L"
"2204165Lilac";"82885";"82887";"5714185219281";"M";".";"Costamani - Bluse Solid poplin Lilac - M"
"2204165Lilac";"82885";"82886";"5714185219274";"S";".";"Costamani - Bluse Solid poplin Lilac - S"
"2204165Lilac";"82885";"82889";"5714185219304";"XL";".";"Costamani - Bluse Solid poplin Lilac - XL"
"2204165Lilac";"82885";"82890";"5714185219311";"XXL";".";"Costamani - Bluse Solid poplin Lilac - XXL"
"2204256Lilac";"82902";"82905";"5714185265400";"L";".";"Costamani - Blonde top Moneypenny Lilac - L"
"2204256Lilac";"82902";"82904";"5714185265394";"M";".";"Costamani - Blonde top Moneypenny Lilac - M"
"2204256Lilac";"82902";"82903";"5714185265387";"S";".";"Costamani - Blonde top Moneypenny Lilac - S"
"2204256Lilac";"82902";"82906";"5714185265417";"XL";".";"Costamani - Blonde top Moneypenny Lilac - XL"
"2204256Lilac";"82902";"82907";"5714185265424";"XXL";".";"Costamani - Blonde top Moneypenny Lilac - XXL"
"2204256Pink";"82910";"82913";"5714185265585";"L";".";"Costamani - Blonde top Moneypenny Pink - L"
"2204256Pink";"82910";"82912";"5714185265578";"M";".";"Costamani - Blonde top Moneypenny Pink - M"
"2204256Pink";"82910";"82911";"5714185265561";"S";".";"Costamani - Blonde top Moneypenny Pink - S"
"2204256Pink";"82910";"82914";"5714185265592";"XL";".";"Costamani - Blonde top Moneypenny Pink - XL"
"2204256Pink";"82910";"82915";"5714185265608";"XXL";".";"Costamani - Blonde top Moneypenny Pink - XXL"
"126745Silvermink";"82938";"82942";"5715167815828";"L";".";"Free|quent - Rib kjole Bicco Silver mink - L"
"126745Silvermink";"82938";"82941";"5715167815835";"M";".";"Free|quent - Rib kjole Bicco Silver mink - M"
"126745Silvermink";"82938";"82940";"5715167815842";"S";".";"Free|quent - Rib kjole Bicco Silver mink - S"
"126745Silvermink";"82938";"82943";"5715167815859";"XL";".";"Free|quent - Rib kjole Bicco Silver mink - XL"
"126745Silvermink";"82938";"82939";"5715167815866";"XS";".";"Free|quent - Rib kjole Bicco Silver mink - XS"
"127499Minggreen";"82948";"82952";"5715167905193";"L";".";"Free|quent - Bluse Curly Ming green - L"
"127499Minggreen";"82948";"82951";"5715167905109";"M";".";"Free|quent - Bluse Curly Ming green - M"
"127499Minggreen";"82948";"82950";"5715167905116";"S";".";"Free|quent - Bluse Curly Ming green - S"
"127499Minggreen";"82948";"82953";"5715167905123";"XL";".";"Free|quent - Bluse Curly Ming green - XL"
"127499Minggreen";"82948";"82949";"5715167905130";"XS";".";"Free|quent - Bluse Curly Ming green - XS"
"127450Black";"82957";"82961";"5715167819391";"L";".";"Free|quent - Nederdel Curly Black - L"
"127450Black";"82957";"82960";"5715167819307";"M";".";"Free|quent - Nederdel Curly Black - M"
"127450Black";"82957";"82959";"5715167819314";"S";".";"Free|quent - Nederdel Curly Black - S"
"127450Black";"82957";"82962";"5715167819321";"XL";".";"Free|quent - Nederdel Curly Black - XL"
"127450Black";"82957";"82958";"5715167819345";"XXL";".";"Free|quent - Nederdel Curly Black - XXL"
"126368Silvermink";"82976";"82980";"5715167627681";"L";".";"Free|quent - Nederdel Nanni cut Silver mink - L"
"126368Silvermink";"82976";"82979";"5715167627698";"M";".";"Free|quent - Nederdel Nanni cut Silver mink - M"
"126368Silvermink";"82976";"82978";"5715167627704";"S";".";"Free|quent - Nederdel Nanni cut Silver mink - S"
"126368Silvermink";"82976";"82981";"5715167627711";"XL";".";"Free|quent - Nederdel Nanni cut Silver mink - XL"
"126368Silvermink";"82976";"82977";"5715167627728";"XS";".";"Free|quent - Nederdel Nanni cut Silver mink - XS"
"126194Palemauve";"82985";"82989";"5715167614285";"L";".";"Free|quent - Skjorte Andy  Pale mauve - L"
"126194Palemauve";"82985";"82988";"5715167614285";"M";".";"Free|quent - Skjorte Andy  Pale mauve - M"
"126194Palemauve";"82985";"82987";"5715167614292";"S";".";"Free|quent - Skjorte Andy  Pale mauve - S"
"126194Palemauve";"82985";"82990";"5715167614308";"XL";".";"Free|quent - Skjorte Andy  Pale mauve - XL"
"126194Palemauve";"82985";"82986";"5715167614322";"XXL";".";"Free|quent - Skjorte Andy  Pale mauve - XXL"
"126194Swamp";"82994";"82997";"5715167614339";"L";".";"Free|quent - Skjorte Andy Mint - L"
"126194Swamp";"82994";"82996";"5715167614346";"M";".";"Free|quent - Skjorte Andy Mint - M"
"126194Swamp";"82994";"82995";"5715167614353";"S";".";"Free|quent - Skjorte Andy Mint - S"
"126194Swamp";"82994";"82998";"5715167614360";"XL";".";"Free|quent - Skjorte Andy Mint - XL"
"126194Swamp";"82994";"82999";"5715167614384";"XXL";".";"Free|quent - Skjorte Andy Mint - XXL"
"126194Offwhite";"83003";"83006";"5715167614216";"L";".";"Free|quent - Skjorte Andy Offwhite - L"
"126194Offwhite";"83003";"83005";"5715167614223";"M";".";"Free|quent - Skjorte Andy Offwhite - M"
"126194Offwhite";"83003";"83004";"5715167614230";"S";".";"Free|quent - Skjorte Andy Offwhite - S"
"126194Offwhite";"83003";"83007";"5715167614247";"XL";".";"Free|quent - Skjorte Andy Offwhite - XL"
"126194Offwhite";"83003";"83008";"5715167614261";"XXL";".";"Free|quent - Skjorte Andy Offwhite - XXL"
"2204157Pink/green";"83013";"83016";"5714185217331";"L";".";"Costamani - Skjorte Elly Pink/green - L"
"2204157Pink/green";"83013";"83015";"5714185217324";"M";".";"Costamani - Skjorte Elly Pink/green - M"
"2204157Pink/green";"83013";"83014";"5714185217317";"S";".";"Costamani - Skjorte Elly Pink/green - S"
"2204157Pink/green";"83013";"83017";"5714185217348";"XL";".";"Costamani - Skjorte Elly Pink/green - XL"
"2204157Pink/green";"83013";"83018";"5714185217355";"XXL";".";"Costamani - Skjorte Elly Pink/green - XXL"
"2204451Green";"83022";"83025";"5714185249592";"L";".";"Costamani - Bukser Anna Green - L"
"2204451Green";"83022";"83024";"5714185249585";"M";".";"Costamani - Bukser Anna Green - M"
"2204451Green";"83022";"83023";"5714185249578";"S";".";"Costamani - Bukser Anna Green - S"
"2204451Green";"83022";"83026";"5714185249608";"XL";".";"Costamani - Bukser Anna Green - XL"
"2204451Green";"83022";"83027";"5714185249615";"XXL";".";"Costamani - Bukser Anna Green - XXL"
"2204451Lilac";"83030";"83033";"5714185249509";"L";".";"Costamani - Bukser Anna Lilac - L"
"2204451Lilac";"83030";"83032";"5714185249493";"M";".";"Costamani - Bukser Anna Lilac - M"
"2204451Lilac";"83030";"83031";"5714185249486";"S";".";"Costamani - Bukser Anna Lilac - S"
"2204451Lilac";"83030";"83034";"5714185249516";"XL";".";"Costamani - Bukser Anna Lilac - XL"
"2204451Lilac";"83030";"83035";"5714185249523";"XXL";".";"Costamani - Bukser Anna Lilac - XXL"
"Skirt17-31Sand";"83094";"83095";"5714687008642";"one-size";".";"Bæltekompagniet - Nederdel Sand - One size"
"Skirt17-40Pink";"83098";"83099";"5714687008635";"one-size";".";"Bæltekompagniet - Nederdel Pink - One size"
"LR1103Sand";"83112";"83116";"5715193011171";"L-XL";".";"La Rôuge - Top Lisa singlet Sand - L/XL"
"LR1103Sand";"83112";"83115";"5715193011164";"M-L";".";"La Rôuge - Top Lisa singlet Sand - M/L"
"LR1103Sand";"83112";"83114";"5715193011157";"S-M";".";"La Rôuge - Top Lisa singlet Sand - S/M"
"LR1103Sand";"83112";"83113";"5715193011140";"XS-S";".";"La Rôuge - Top Lisa singlet Sand - XS/S"
"LR1103Warm Grey";"83120";"83124";"5715193011126";"L-XL";".";"La Rôuge - Top Lisa singlet Warm Grey - L/XL"
"LR1103Warm Grey";"83120";"83123";"5715193011119";"M-L";".";"La Rôuge - Top Lisa singlet Warm Grey - M/L"
"LR1103Warm Grey";"83120";"83122";"5715193011102";"S-M";".";"La Rôuge - Top Lisa singlet Warm Grey - S/M"
"LR1103Warm Grey";"83120";"83121";"5715193011096";"XS-S";".";"La Rôuge - Top Lisa singlet Warm Grey - XS/S"
"LR1106Navy";"83127";"83131";"5715193011324";"L-XL";".";"La Rôuge - Kjole Nille Navy - L/XL"
